book_name,author,genres_list,pages_format,first_published_year,rating,ratings_count,score,votes,book_url
The Things They Carried,Tim O'Brien,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']","246 pages, Paperback",1990, 4.14 avg rating,"343,495 ratings","score: 52,217",632 people voted,https://www.goodreads.com/book/show/133518.The_Things_They_Carried
"Foundation (Foundation, #1)",Isaac Asimov,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Space Opera']","244 pages, Hardcover",1951, 4.17 avg rating,"593,314 ratings","score: 51,564",631 people voted,https://www.goodreads.com/book/show/29579.Foundation
"Delirium (Delirium, #1)",Lauren Oliver,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Teen']","441 pages, Paperback",2011, 3.95 avg rating,"478,596 ratings","score: 51,470",591 people voted,https://www.goodreads.com/book/show/11614718-delirium
White Oleander,Janet Fitch,"['Fiction', 'Contemporary', 'Coming Of Age', 'Book Club', 'Literary Fiction', 'Drama', 'Adult Fiction']","446 pages, Mass Market Paperback",1999,really liked it 4.00 avg rating,"365,968 ratings","score: 51,442",641 people voted,https://www.goodreads.com/book/show/32234.White_Oleander
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'College', 'Fiction']","432 pages, Kindle Edition",2011,really liked it 4.00 avg rating,"707,151 ratings","score: 51,085",577 people voted,https://www.goodreads.com/book/show/11505797-beautiful-disaster
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Percy Jackson', 'Adventure']","586 pages, Hardcover",2012, 4.47 avg rating,"670,880 ratings","score: 50,535",618 people voted,https://www.goodreads.com/book/show/12127750-the-mark-of-athena
"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Percy Jackson', 'Adventure']","521 pages, Hardcover",2011, 4.40 avg rating,"663,833 ratings","score: 50,528",634 people voted,https://www.goodreads.com/book/show/9520360-the-son-of-neptune
All the Light We Cannot See,Anthony Doerr,"['Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'War', 'World War II', 'Audiobook']","531 pages, Hardcover",2014, 4.31 avg rating,"1,957,337 ratings","score: 50,170",578 people voted,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see
Uncle Tom’s Cabin,Harriet Beecher Stowe,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'American']","438 pages, Paperback",1852, 3.92 avg rating,"242,118 ratings","score: 50,098",701 people voted,https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin
Blood River: A Journey to Africa’s Broken Heart,Tim Butcher,"['Travel', 'Nonfiction', 'Africa', 'History', 'Adventure', 'Memoir', 'Biography']","363 pages, Paperback",2007, 3.98 avg rating,"12,032 ratings","score: 50,012",507 people voted,https://www.goodreads.com/book/show/2184798.Blood_River
The Martian,Andy Weir,"['Science Fiction', 'Fiction', 'Audiobook', 'Book Club', 'Adventure', 'Space', 'Adult']","384 pages, Hardcover",2011, 4.42 avg rating,"1,277,104 ratings","score: 49,706",584 people voted,https://www.goodreads.com/book/show/18007564-the-martian
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"['Mystery', 'Thriller', 'Young Adult', 'Mystery Thriller', 'Fiction', 'Crime', 'Audiobook']","433 pages, Paperback",2019, 4.29 avg rating,"1,740,069 ratings","score: 49,582",529 people voted,https://www.goodreads.com/book/show/40916679-a-good-girl-s-guide-to-murder
James and the Giant Peach,Roald Dahl,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']","176 pages, Hardcover",1961, 4.04 avg rating,"513,942 ratings","score: 49,343",692 people voted,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach
"The Once and Future King (The Once and Future King, #1-5)",T.H. White,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Young Adult']","639 pages, Mass Market Paperback",1958, 4.07 avg rating,"117,537 ratings","score: 49,229",618 people voted,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King
Midnight Sun [2008 Draft],Stephenie Meyer,"['Young Adult', 'Fantasy', 'Vampires', 'Romance', 'Paranormal', 'Fiction', 'Paranormal Romance']","264 pages, ebook",2008, 4.01 avg rating,"148,876 ratings","score: 49,120",578 people voted,https://www.goodreads.com/book/show/4502877-midnight-sun-2008-draft
Paradise Lost,John Milton,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Philosophy', 'Fantasy']","453 pages, Paperback",1667, 3.85 avg rating,"181,686 ratings","score: 49,006",657 people voted,https://www.goodreads.com/book/show/15997.Paradise_Lost
I Know This Much Is True,Wally Lamb,"['Fiction', 'Contemporary', 'Book Club', 'Literary Fiction', 'Novels', 'Mental Health', 'Psychology']","897 pages, Paperback",1998, 4.21 avg rating,"325,363 ratings","score: 48,684",582 people voted,https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True
"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,"['Nonfiction', 'Memoir', 'Animals', 'Classics', 'Biography', 'Audiobook', 'Humor']","437 pages, Mass Market Paperback",1972, 4.35 avg rating,"157,938 ratings","score: 48,645",649 people voted,https://www.goodreads.com/book/show/32085.All_Creatures_Great_and_Small
The Time Machine,H.G. Wells,"['Classics', 'Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Dystopia', 'Audiobook']","118 pages, Paperback",1895, 3.89 avg rating,"562,780 ratings","score: 48,562",682 people voted,https://www.goodreads.com/book/show/2493.The_Time_Machine
Candide,Voltaire,"['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'French Literature', 'Humor']","129 pages, Paperback",1759, 3.76 avg rating,"300,212 ratings","score: 48,254",635 people voted,https://www.goodreads.com/book/show/19380.Candide
The Complete Works,William Shakespeare,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Shakespeare', 'Literature', 'Drama']","1229 pages, Leather Bound",1623, 4.48 avg rating,"57,631 ratings","score: 48,176",627 people voted,https://www.goodreads.com/book/show/569564.The_Complete_Works
Invisible Man,Ralph Ellison,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'Race', 'African American', 'Novels']","581 pages, Paperback",1952, 3.92 avg rating,"201,413 ratings","score: 48,076",613 people voted,https://www.goodreads.com/book/show/16981.Invisible_Man
"Heidi (Heidi, #1-2)",Johanna Spyri,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']","352 pages, Paperback",1880, 4.04 avg rating,"210,715 ratings","score: 48,050",669 people voted,https://www.goodreads.com/book/show/93.Heidi
"Me Before You (Me Before You, #1)",Jojo Moyes,"['Romance', 'Fiction', 'Contemporary', 'Book Club', 'Chick Lit', 'Adult', 'Audiobook']","369 pages, Hardcover",2012, 4.26 avg rating,"1,791,083 ratings","score: 47,861",556 people voted,https://www.goodreads.com/book/show/17347634-me-before-you
The Historian,Elizabeth Kostova,"['Historical Fiction', 'Fiction', 'Fantasy', 'Horror', 'Vampires', 'Mystery', 'Historical']","704 pages, Kindle Edition",2005, 3.80 avg rating,"276,111 ratings","score: 47,793",577 people voted,https://www.goodreads.com/book/show/30236962-the-historian
Flow Down Like Silver,Ki Longfellow,"['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Philosophy', 'Africa', 'Literature']","301 pages, Paperback",2009, 4.01 avg rating,"4,510 ratings","score: 47,789",494 people voted,https://www.goodreads.com/book/show/6801755-flow-down-like-silver
The Thirteenth Tale,Diane Setterfield,"['Fiction', 'Mystery', 'Historical Fiction', 'Book Club', 'Gothic', 'Books About Books', 'Fantasy']","406 pages, Hardcover",2006, 3.98 avg rating,"326,086 ratings","score: 47,637",577 people voted,https://www.goodreads.com/book/show/40440.The_Thirteenth_Tale
Hamlet,William Shakespeare,"['Classics', 'Plays', 'Fiction', 'Shakespeare', 'Drama', 'School', 'Literature']","289 pages, Paperback",1601, 4.03 avg rating,"1,044,193 ratings","score: 47,553",596 people voted,https://www.goodreads.com/book/show/1420.Hamlet
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy']","994 pages, Hardcover",2011, 4.55 avg rating,"617,258 ratings","score: 47,361",525 people voted,https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,"['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Book Club']","444 pages, Paperback",2002, 4.22 avg rating,"181,502 ratings","score: 46,813",524 people voted,https://www.goodreads.com/book/show/28881.Lamb
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"['Fantasy', 'Romance', 'Romantasy', 'Dragons', 'Fiction', 'Audiobook', 'Enemies To Lovers']","517 pages, Hardcover",2023, 4.57 avg rating,"3,435,543 ratings","score: 46,749",500 people voted,https://www.goodreads.com/book/show/61431922-fourth-wing
"Walden or, Life in the Woods",Henry David Thoreau,"['Classics', 'Philosophy', 'Nonfiction', 'Nature', 'Memoir', 'Literature', 'Biography']","352 pages, Paperback",1854, 3.77 avg rating,"203,683 ratings","score: 46,327",621 people voted,https://www.goodreads.com/book/show/16902.Walden_or_Life_in_the_Woods
Leaves of Grass,Walt Whitman,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Philosophy']","624 pages, Paperback",1855, 4.11 avg rating,"116,283 ratings","score: 46,220",631 people voted,https://www.goodreads.com/book/show/27494.Leaves_of_Grass
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']","535 pages, Hardcover",2012, 4.21 avg rating,"565,242 ratings","score: 46,206",575 people voted,https://www.goodreads.com/book/show/8755776-city-of-lost-souls
"Are You There God? It’s Me, Margaret",Judy Blume,"['Young Adult', 'Fiction', 'Classics', 'Middle Grade', 'Childrens', 'Coming Of Age', 'Realistic Fiction']","149 pages, Hardcover",1970, 3.95 avg rating,"255,117 ratings","score: 46,079",617 people voted,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret
The Complete Maus,Art Spiegelman,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Memoir', 'Biography', 'Historical']","296 pages, Paperback",1980, 4.58 avg rating,"252,493 ratings","score: 45,994",577 people voted,https://www.goodreads.com/book/show/15195.The_Complete_Maus
"Graceling (Graceling Realm, #1)",Kristin Cashore,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Adventure', 'Magic']","471 pages, Hardcover",2008, 4.06 avg rating,"479,722 ratings","score: 45,941",545 people voted,https://www.goodreads.com/book/show/3236307-graceling
Different Seasons,Stephen  King,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Drama']","560 pages, Mass Market Paperback",1982, 4.36 avg rating,"220,507 ratings","score: 45,851",614 people voted,https://www.goodreads.com/book/show/39662.Different_Seasons
The Cider House Rules,John Irving,"['Fiction', 'Classics', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Novels', 'Contemporary']","1064 pages, Hardcover",1985, 4.17 avg rating,"195,157 ratings","score: 44,699",602 people voted,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules
Fangirl,Rainbow Rowell,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'New Adult', 'Audiobook']","483 pages, ebook",2013, 3.94 avg rating,"778,763 ratings","score: 43,861",509 people voted,https://www.goodreads.com/book/show/16068905-fangirl
Mrs. Dalloway,Virginia Woolf,"['Classics', 'Fiction', 'Literature', 'Feminism', 'Novels', 'Literary Fiction', 'British Literature']","194 pages, Hardcover",1925, 3.78 avg rating,"354,365 ratings","score: 43,859",570 people voted,https://www.goodreads.com/book/show/14942.Mrs_Dalloway
"Legend (Legend, #1)",Marie Lu,"['Dystopia', 'Young Adult', 'Fantasy', 'Science Fiction', 'Romance', 'Fiction', 'Adventure']","305 pages, Hardcover",2011, 4.15 avg rating,"562,352 ratings","score: 43,817",502 people voted,https://www.goodreads.com/book/show/9275658-legend
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,"['Fantasy', 'Dystopia', 'Romance', 'Young Adult', 'Enemies To Lovers', 'Science Fiction', 'Fiction']","408 pages, Kindle Edition",2014, 4.45 avg rating,"665,128 ratings","score: 43,275",480 people voted,https://www.goodreads.com/book/show/13188676-ignite-me
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"['Fiction', 'Historical Fiction', 'Classics', 'LGBT', 'Queer', 'Book Club', 'Historical']","416 pages, Hardcover",1987, 4.28 avg rating,"325,775 ratings","score: 42,742",592 people voted,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe
Do Androids Dream of Electric Sheep?,Philip K. Dick,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Cyberpunk', 'Science Fiction Fantasy', 'Fantasy']","258 pages, ebook",1968, 4.09 avg rating,"509,677 ratings","score: 42,741",547 people voted,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep
Sophie’s World,Jostein Gaarder,"['Philosophy', 'Fiction', 'Classics', 'Young Adult', 'Fantasy', 'Novels', 'Literature']","403 pages, Paperback",1991, 3.97 avg rating,"280,917 ratings","score: 42,647",517 people voted,https://www.goodreads.com/book/show/10959.Sophie_s_World
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Audiobook', 'Mystery Thriller']","256 pages, Mass Market Paperback",1902, 4.13 avg rating,"385,984 ratings","score: 42,587",589 people voted,https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"['Young Adult', 'Romance', 'LGBT', 'Contemporary', 'Fiction', 'Queer', 'Audiobook']","390 pages, Hardcover",2012, 4.29 avg rating,"673,422 ratings","score: 41,889",457 people voted,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe
A Little Life,Hanya Yanagihara,"['Fiction', 'Contemporary', 'Literary Fiction', 'LGBT', 'Queer', 'Book Club', 'Mental Health']","720 pages, Hardcover",2015, 4.28 avg rating,"913,757 ratings","score: 41,853",443 people voted,https://www.goodreads.com/book/show/22822858-a-little-life
The Awakening,Kate Chopin,"['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School']","195 pages, Paperback",1899, 3.69 avg rating,"226,536 ratings","score: 41,814",533 people voted,https://www.goodreads.com/book/show/58345.The_Awakening
The Graveyard Book,Neil Gaiman,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Middle Grade', 'Paranormal', 'Audiobook']","312 pages, Hardcover",2008, 4.15 avg rating,"565,410 ratings","score: 40,947",515 people voted,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"['Fiction', 'Classics', 'Historical Fiction', 'Africa', 'School', 'Literature', 'Nigeria']","215 pages, Paperback",1958, 3.74 avg rating,"410,817 ratings","score: 40,872",530 people voted,https://www.goodreads.com/book/show/37781.Things_Fall_Apart
Black Beauty,Anna Sewell,"['Classics', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Horses', 'Historical Fiction']","245 pages, Mass Market Paperback",1877,really liked it 4.00 avg rating,"297,522 ratings","score: 40,852",589 people voted,https://www.goodreads.com/book/show/3685.Black_Beauty
Middlemarch,George Eliot,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Victorian', 'Novels']","912 pages, Mass Market Paperback",1872, 4.04 avg rating,"178,527 ratings","score: 40,806",512 people voted,https://www.goodreads.com/book/show/19089.Middlemarch
The Monster at the End of this Book,Jon Stone,"['Picture Books', 'Childrens', 'Fiction', 'Humor', 'Classics', 'Monsters', 'Storytime']","32 pages, Hardcover",1971, 4.46 avg rating,"126,940 ratings","score: 40,674",506 people voted,https://www.goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book
Stardust,Neil Gaiman,"['Fantasy', 'Fiction', 'Romance', 'Young Adult', 'Adventure', 'Audiobook', 'Magic']","248 pages, Paperback",1999, 4.10 avg rating,"480,316 ratings","score: 40,579",521 people voted,https://www.goodreads.com/book/show/16793.Stardust
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,"['Romance', 'Fiction', 'Erotica', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance']","532 pages, Paperback",2011, 3.83 avg rating,"971,729 ratings","score: 40,385",479 people voted,https://www.goodreads.com/book/show/11857408-fifty-shades-darker
The Wasp Factory,Iain Banks,"['Fiction', 'Horror', 'Thriller', 'Contemporary', 'Mystery', 'Classics', 'Scotland']","184 pages, Paperback",1984, 3.75 avg rating,"108,187 ratings","score: 40,185",458 people voted,https://www.goodreads.com/book/show/567678.The_Wasp_Factory
Number the Stars,Lois Lowry,"['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Middle Grade', 'Historical', 'Childrens']","137 pages, Mass Market Paperback",1989, 4.19 avg rating,"617,653 ratings","score: 40,086",525 people voted,https://www.goodreads.com/book/show/47281.Number_the_Stars
